time_ms,v_out_V,i_L_A,i_ref_A,duty_pct,R_load_ohm
0.0000,0.0000,0.0120,0.0000,2.00,10.00
0.0050,0.0001,0.0240,0.0000,2.00,10.00
0.0100,0.0004,0.0360,0.0000,2.00,10.00
0.0150,0.0008,0.0480,0.0000,2.00,10.00
0.0200,0.0013,0.0599,0.0000,2.00,10.00
0.0250,0.0019,0.0719,0.0000,2.00,10.00
0.0300,0.0027,0.0838,0.0000,2.00,10.00
0.0350,0.0036,0.0956,0.0000,2.00,10.00
0.0400,0.0046,0.1075,0.0000,2.00,10.00
0.0450,0.0057,0.1192,0.0000,2.00,10.00
0.0500,0.0070,0.1310,0.0000,2.00,10.00
0.0550,0.0084,0.1426,0.0000,2.00,10.00
0.0600,0.0099,0.1542,0.0000,2.00,10.00
0.0650,0.0115,0.1657,0.0000,2.00,10.00
0.0700,0.0133,0.1771,0.0000,2.00,10.00
0.0750,0.0151,0.1885,0.0000,2.00,10.00
0.0800,0.0171,0.1997,0.0000,2.00,10.00
0.0850,0.0192,0.2108,0.0000,2.00,10.00
0.0900,0.0214,0.2219,0.0000,2.00,10.00
0.0950,0.0238,0.2328,0.0000,2.00,10.00
0.1000,0.0262,0.2436,0.0000,2.00,10.00
0.1050,0.0288,0.2543,0.0000,2.00,10.00
0.1100,0.0315,0.2649,0.0000,2.00,10.00
0.1150,0.0343,0.2753,0.0000,2.00,10.00
0.1200,0.0371,0.2856,0.0000,2.00,10.00
0.1250,0.0401,0.2957,0.0000,2.00,10.00
0.1300,0.0432,0.3057,0.0000,2.00,10.00
0.1350,0.0465,0.3156,0.0000,2.00,10.00
0.1400,0.0498,0.3252,0.0000,2.00,10.00
0.1450,0.0532,0.3347,0.0000,2.00,10.00
0.1500,0.0567,0.3441,0.0000,2.00,10.00
0.1550,0.0603,0.3533,0.0000,2.00,10.00
0.1600,0.0640,0.3622,0.0000,2.00,10.00
0.1650,0.0677,0.3710,0.0000,2.00,10.00
0.1700,0.0716,0.3797,0.0000,2.00,10.00
0.1750,0.0756,0.3881,0.0000,2.00,10.00
0.1800,0.0796,0.3963,0.0000,2.00,10.00
0.1850,0.0838,0.4043,0.0000,2.00,10.00
0.1900,0.0880,0.4121,0.0000,2.00,10.00
0.1950,0.0923,0.4197,0.0000,2.00,10.00
0.2000,0.0966,0.4271,0.0000,2.00,10.00
0.2050,0.1011,0.4343,0.0000,2.00,10.00
0.2100,0.1056,0.4412,0.0000,2.00,10.00
0.2150,0.1102,0.4479,0.0000,2.00,10.00
0.2200,0.1148,0.4544,0.0000,2.00,10.00
0.2250,0.1195,0.4607,0.0000,2.00,10.00
0.2300,0.1243,0.4667,0.0000,2.00,10.00
0.2350,0.1291,0.4725,0.0000,2.00,10.00
0.2400,0.1340,0.4780,0.0000,2.00,10.00
0.2450,0.1390,0.4833,0.0000,2.00,10.00
0.2500,0.1440,0.4884,0.0000,2.00,10.00
0.2550,0.1490,0.4932,0.0000,2.00,10.00
0.2600,0.1541,0.4978,0.0000,2.00,10.00
0.2650,0.1592,0.5020,0.0000,2.00,10.00
0.2700,0.1644,0.5061,0.0000,2.00,10.00
0.2750,0.1696,0.5099,0.0000,2.00,10.00
0.2800,0.1749,0.5134,0.0000,2.00,10.00
0.2850,0.1801,0.5166,0.0000,2.00,10.00
0.2900,0.1854,0.5196,0.0000,2.00,10.00
0.2950,0.1908,0.5224,0.0000,2.00,10.00
0.3000,0.1961,0.5248,0.0000,2.00,10.00
0.3050,0.2015,0.5270,0.0000,2.00,10.00
0.3100,0.2069,0.5289,0.0000,2.00,10.00
0.3150,0.2123,0.5306,0.0000,2.00,10.00
0.3200,0.2177,0.5320,0.0000,2.00,10.00
0.3250,0.2231,0.5331,0.0000,2.00,10.00
0.3300,0.2286,0.5339,0.0000,2.00,10.00
0.3350,0.2340,0.5345,0.0000,2.00,10.00
0.3400,0.2394,0.5348,0.0000,2.00,10.00
0.3450,0.2449,0.5348,0.0000,2.00,10.00
0.3500,0.2503,0.5346,0.0000,2.00,10.00
0.3550,0.2557,0.5341,0.0000,2.00,10.00
0.3600,0.2611,0.5333,0.0000,2.00,10.00
0.3650,0.2665,0.5322,0.0000,2.00,10.00
0.3700,0.2719,0.5309,0.0000,2.00,10.00
0.3750,0.2773,0.5293,0.0000,2.00,10.00
0.3800,0.2826,0.5275,0.0000,2.00,10.00
0.3850,0.2879,0.5253,0.0000,2.00,10.00
0.3900,0.2932,0.5229,0.0000,2.00,10.00
0.3950,0.2985,0.5203,0.0000,2.00,10.00
0.4000,0.3037,0.5173,0.0000,2.00,10.00
0.4050,0.3089,0.5142,0.0000,2.00,10.00
0.4100,0.3140,0.5107,0.0000,2.00,10.00
0.4150,0.3191,0.5070,0.0000,2.00,10.00
0.4200,0.3241,0.5031,0.0000,2.00,10.00
0.4250,0.3292,0.4989,0.0000,2.00,10.00
0.4300,0.3341,0.4944,0.0000,2.00,10.00
0.4350,0.3390,0.4897,0.0000,2.00,10.00
0.4400,0.3439,0.4847,0.0000,2.00,10.00
0.4450,0.3487,0.4796,0.0000,2.00,10.00
0.4500,0.3534,0.4741,0.0000,2.00,10.00
0.4550,0.3581,0.4684,0.0000,2.00,10.00
0.4600,0.3627,0.4625,0.0000,2.00,10.00
0.4650,0.3672,0.4564,0.0000,2.00,10.00
0.4700,0.3717,0.4501,0.0000,2.00,10.00
0.4750,0.3760,0.4435,0.0000,2.00,10.00
0.4800,0.3804,0.4367,0.0000,2.00,10.00
0.4850,0.3846,0.4297,0.0000,2.00,10.00
0.4900,0.3888,0.4224,0.0000,2.00,10.00
0.4950,0.3928,0.4150,0.0000,2.00,10.00
0.5000,0.3968,0.4073,0.0000,2.00,10.00
0.5050,0.4008,0.3995,0.0000,2.00,10.00
0.5100,0.4046,0.3915,0.0000,2.00,10.00
0.5150,0.4083,0.3832,0.0000,2.00,10.00
0.5200,0.4120,0.3748,0.0000,2.00,10.00
0.5250,0.4155,0.3662,0.0000,2.00,10.00
0.5300,0.4190,0.3574,0.0000,2.00,10.00
0.5350,0.4223,0.3485,0.0000,2.00,10.00
0.5400,0.4256,0.3394,0.0000,2.00,10.00
0.5450,0.4287,0.3301,0.0000,2.00,10.00
0.5500,0.4318,0.3207,0.0000,2.00,10.00
0.5550,0.4347,0.3111,0.0000,2.00,10.00
0.5600,0.4376,0.3013,0.0000,2.00,10.00
0.5650,0.4403,0.2915,0.0000,2.00,10.00
0.5700,0.4430,0.2814,0.0000,2.00,10.00
0.5750,0.4455,0.2713,0.0000,2.00,10.00
0.5800,0.4479,0.2610,0.0000,2.00,10.00
0.5850,0.4502,0.2506,0.0000,2.00,10.00
0.5900,0.4524,0.2401,0.0000,2.00,10.00
0.5950,0.4545,0.2295,0.0000,2.00,10.00
0.6000,0.4564,0.2188,0.0000,2.00,10.00
0.6050,0.4583,0.2080,0.0000,2.00,10.00
0.6100,0.4600,0.1970,0.0000,2.00,10.00
0.6150,0.4616,0.1860,0.0000,2.00,10.00
0.6200,0.4631,0.1750,0.0000,2.00,10.00
0.6250,0.4644,0.1638,0.0000,2.00,10.00
0.6300,0.4657,0.1526,0.0000,2.00,10.00
0.6350,0.4668,0.1413,0.0000,2.00,10.00
0.6400,0.4678,0.1300,0.0000,2.00,10.00
0.6450,0.4687,0.1186,0.0000,2.00,10.00
0.6500,0.4695,0.1071,0.0000,2.00,10.00
0.6550,0.4701,0.0957,0.0000,2.00,10.00
0.6600,0.4706,0.0842,0.0000,2.00,10.00
0.6650,0.4710,0.0726,0.0000,2.00,10.00
0.6700,0.4713,0.0611,0.0000,2.00,10.00
0.6750,0.4714,0.0495,0.0000,2.00,10.00
0.6800,0.4715,0.0379,0.0000,2.00,10.00
0.6850,0.4714,0.0264,0.0000,2.00,10.00
0.6900,0.4712,0.0148,0.0000,2.00,10.00
0.6950,0.4708,0.0032,0.0000,2.00,10.00
0.7000,0.4703,0.0000,0.0000,3.37,10.00
0.7050,0.4698,0.0000,0.0000,3.37,10.00
0.7100,0.4693,0.0000,0.0000,3.37,10.00
0.7150,0.4688,0.0000,0.0000,3.37,10.00
0.7200,0.4683,0.0000,0.0000,3.37,10.00
0.7250,0.4678,0.0000,0.0000,3.37,10.00
0.7300,0.4673,0.0000,0.0000,3.37,10.00
0.7350,0.4668,0.0000,0.0000,3.37,10.00
0.7400,0.4664,0.0000,0.0000,3.37,10.00
0.7450,0.4659,0.0000,0.0000,3.37,10.00
0.7500,0.4654,0.0000,0.0000,3.37,10.00
0.7550,0.4649,0.0000,0.0000,3.37,10.00
0.7600,0.4644,0.0000,0.0000,3.37,10.00
0.7650,0.4639,0.0000,0.0000,3.37,10.00
0.7700,0.4634,0.0000,0.0000,3.37,10.00
0.7750,0.4629,0.0000,0.0000,3.37,10.00
0.7800,0.4624,0.0000,0.0000,3.37,10.00
0.7850,0.4619,0.0000,0.0000,3.37,10.00
0.7900,0.4614,0.0000,0.0000,3.37,10.00
0.7950,0.4609,0.0000,0.0000,3.37,10.00
0.8000,0.4604,0.0000,0.0000,3.32,10.00
0.8050,0.4599,0.0000,0.0000,3.32,10.00
0.8100,0.4595,0.0000,0.0000,3.32,10.00
0.8150,0.4590,0.0000,0.0000,3.32,10.00
0.8200,0.4585,0.0000,0.0000,3.32,10.00
0.8250,0.4580,0.0000,0.0000,3.32,10.00
0.8300,0.4575,0.0000,0.0000,3.32,10.00
0.8350,0.4570,0.0000,0.0000,3.32,10.00
0.8400,0.4565,0.0000,0.0000,3.32,10.00
0.8450,0.4560,0.0000,0.0000,3.32,10.00
0.8500,0.4556,0.0000,0.0000,3.32,10.00
0.8550,0.4551,0.0000,0.0000,3.32,10.00
0.8600,0.4546,0.0000,0.0000,3.32,10.00
0.8650,0.4541,0.0000,0.0000,3.32,10.00
0.8700,0.4536,0.0000,0.0000,3.32,10.00
0.8750,0.4531,0.0000,0.0000,3.32,10.00
0.8800,0.4527,0.0000,0.0000,3.32,10.00
0.8850,0.4522,0.0000,0.0000,3.32,10.00
0.8900,0.4517,0.0000,0.0000,3.32,10.00
0.8950,0.4512,0.0000,0.0000,3.32,10.00
0.9000,0.4507,0.0931,1.5000,19.28,10.00
0.9050,0.4512,0.1863,1.5000,19.28,10.00
0.9100,0.4527,0.2794,1.5000,19.28,10.00
0.9150,0.4552,0.3724,1.5000,19.28,10.00
0.9200,0.4587,0.4653,1.5000,19.28,10.00
0.9250,0.4632,0.5581,1.5000,19.28,10.00
0.9300,0.4686,0.6506,1.5000,19.28,10.00
0.9350,0.4750,0.7429,1.5000,19.28,10.00
0.9400,0.4824,0.8348,1.5000,19.28,10.00
0.9450,0.4908,0.9264,1.5000,19.28,10.00
0.9500,0.5001,1.0175,1.5000,19.28,10.00
0.9550,0.5104,1.1082,1.5000,19.28,10.00
0.9600,0.5217,1.1983,1.5000,19.28,10.00
0.9650,0.5339,1.2879,1.5000,19.28,10.00
0.9700,0.5470,1.3769,1.5000,19.28,10.00
0.9750,0.5611,1.4653,1.5000,19.28,10.00
0.9800,0.5761,1.5529,1.5000,19.28,10.00
0.9850,0.5920,1.6398,1.5000,19.28,10.00
0.9900,0.6088,1.7258,1.5000,19.28,10.00
0.9950,0.6265,1.8111,1.5000,19.28,10.00
1.0000,0.6451,1.7918,1.5000,2.00,10.00
1.0050,0.6635,1.7715,1.5000,2.00,10.00
1.0100,0.6816,1.7503,1.5000,2.00,10.00
1.0150,0.6995,1.7282,1.5000,2.00,10.00
1.0200,0.7172,1.7053,1.5000,2.00,10.00
1.0250,0.7345,1.6814,1.5000,2.00,10.00
1.0300,0.7516,1.6567,1.5000,2.00,10.00
1.0350,0.7685,1.6311,1.5000,2.00,10.00
1.0400,0.7850,1.6047,1.5000,2.00,10.00
1.0450,0.8012,1.5774,1.5000,2.00,10.00
1.0500,0.8172,1.5494,1.5000,2.00,10.00
1.0550,0.8328,1.5205,1.5000,2.00,10.00
1.0600,0.8481,1.4909,1.5000,2.00,10.00
1.0650,0.8630,1.4605,1.5000,2.00,10.00
1.0700,0.8776,1.4293,1.5000,2.00,10.00
1.0750,0.8919,1.3974,1.5000,2.00,10.00
1.0800,0.9058,1.3648,1.5000,2.00,10.00
1.0850,0.9194,1.3316,1.5000,2.00,10.00
1.0900,0.9326,1.2976,1.5000,2.00,10.00
1.0950,0.9454,1.2630,1.5000,2.00,10.00
1.1000,0.9578,1.2766,1.5000,10.16,10.00
1.1050,0.9704,1.2897,1.5000,10.16,10.00
1.1100,0.9831,1.3021,1.5000,10.16,10.00
1.1150,0.9959,1.3139,1.5000,10.16,10.00
1.1200,1.0088,1.3250,1.5000,10.16,10.00
1.1250,1.0218,1.3355,1.5000,10.16,10.00
1.1300,1.0349,1.3454,1.5000,10.16,10.00
1.1350,1.0481,1.3546,1.5000,10.16,10.00
1.1400,1.0614,1.3631,1.5000,10.16,10.00
1.1450,1.0748,1.3709,1.5000,10.16,10.00
1.1500,1.0883,1.3781,1.5000,10.16,10.00
1.1550,1.1018,1.3847,1.5000,10.16,10.00
1.1600,1.1153,1.3905,1.5000,10.16,10.00
1.1650,1.1289,1.3957,1.5000,10.16,10.00
1.1700,1.1426,1.4002,1.5000,10.16,10.00
1.1750,1.1562,1.4040,1.5000,10.16,10.00
1.1800,1.1700,1.4071,1.5000,10.16,10.00
1.1850,1.1837,1.4096,1.5000,10.16,10.00
1.1900,1.1974,1.4113,1.5000,10.16,10.00
1.1950,1.2112,1.4124,1.5000,10.16,10.00
1.2000,1.2249,1.4168,1.5000,10.83,10.00
1.2050,1.2387,1.4205,1.5000,10.83,10.00
1.2100,1.2525,1.4235,1.5000,10.83,10.00
1.2150,1.2663,1.4258,1.5000,10.83,10.00
1.2200,1.2801,1.4275,1.5000,10.83,10.00
1.2250,1.2939,1.4284,1.5000,10.83,10.00
1.2300,1.3077,1.4287,1.5000,10.83,10.00
1.2350,1.3215,1.4283,1.5000,10.83,10.00
1.2400,1.3353,1.4271,1.5000,10.83,10.00
1.2450,1.3491,1.4253,1.5000,10.83,10.00
1.2500,1.3628,1.4228,1.5000,10.83,10.00
1.2550,1.3765,1.4196,1.5000,10.83,10.00
1.2600,1.3901,1.4158,1.5000,10.83,10.00
1.2650,1.4037,1.4112,1.5000,10.83,10.00
1.2700,1.4172,1.4060,1.5000,10.83,10.00
1.2750,1.4307,1.4001,1.5000,10.83,10.00
1.2800,1.4441,1.3935,1.5000,10.83,10.00
1.2850,1.4574,1.3862,1.5000,10.83,10.00
1.2900,1.4705,1.3783,1.5000,10.83,10.00
1.2950,1.4836,1.3698,1.5000,10.83,10.00
1.3000,1.4966,1.3770,1.5000,13.57,10.00
1.3050,1.5097,1.3836,1.5000,13.57,10.00
1.3100,1.5228,1.3896,1.5000,13.57,10.00
1.3150,1.5360,1.3948,1.5000,13.57,10.00
1.3200,1.5492,1.3995,1.5000,13.57,10.00
1.3250,1.5624,1.4034,1.5000,13.57,10.00
1.3300,1.5757,1.4068,1.5000,13.57,10.00
1.3350,1.5890,1.4094,1.5000,13.57,10.00
1.3400,1.6023,1.4114,1.5000,13.57,10.00
1.3450,1.6156,1.4127,1.5000,13.57,10.00
1.3500,1.6289,1.4134,1.5000,13.57,10.00
1.3550,1.6422,1.4133,1.5000,13.57,10.00
1.3600,1.6555,1.4127,1.5000,13.57,10.00
1.3650,1.6688,1.4113,1.5000,13.57,10.00
1.3700,1.6820,1.4093,1.5000,13.57,10.00
1.3750,1.6952,1.4066,1.5000,13.57,10.00
1.3800,1.7084,1.4033,1.5000,13.57,10.00
1.3850,1.7215,1.3993,1.5000,13.57,10.00
1.3900,1.7345,1.3947,1.5000,13.57,10.00
1.3950,1.7475,1.3894,1.5000,13.57,10.00
1.4000,1.7604,1.3956,1.5000,15.59,10.00
1.4050,1.7734,1.4011,1.5000,15.59,10.00
1.4100,1.7864,1.4059,1.5000,15.59,10.00
1.4150,1.7995,1.4102,1.5000,15.59,10.00
1.4200,1.8126,1.4137,1.5000,15.59,10.00
1.4250,1.8257,1.4166,1.5000,15.59,10.00
1.4300,1.8388,1.4189,1.5000,15.59,10.00
1.4350,1.8520,1.4205,1.5000,15.59,10.00
1.4400,1.8651,1.4214,1.5000,15.59,10.00
1.4450,1.8782,1.4217,1.5000,15.59,10.00
1.4500,1.8914,1.4213,1.5000,15.59,10.00
1.4550,1.9045,1.4203,1.5000,15.59,10.00
1.4600,1.9176,1.4186,1.5000,15.59,10.00
1.4650,1.9306,1.4163,1.5000,15.59,10.00
1.4700,1.9436,1.4133,1.5000,15.59,10.00
1.4750,1.9566,1.4097,1.5000,15.59,10.00
1.4800,1.9695,1.4054,1.5000,15.59,10.00
1.4850,1.9824,1.4004,1.5000,15.59,10.00
1.4900,1.9951,1.3948,1.5000,15.59,10.00
1.4950,2.0079,1.3886,1.5000,15.59,10.00
1.5000,2.0205,1.3950,1.5000,17.79,10.00
1.5050,2.0332,1.4007,1.5000,17.79,10.00
1.5100,2.0459,1.4058,1.5000,17.79,10.00
1.5150,2.0587,1.4103,1.5000,17.79,10.00
1.5200,2.0715,1.4141,1.5000,17.79,10.00
1.5250,2.0844,1.4173,1.5000,17.79,10.00
1.5300,2.0972,1.4198,1.5000,17.79,10.00
1.5350,2.1101,1.4217,1.5000,17.79,10.00
1.5400,2.1230,1.4229,1.5000,17.79,10.00
1.5450,2.1358,1.4235,1.5000,17.79,10.00
1.5500,2.1487,1.4235,1.5000,17.79,10.00
1.5550,2.1616,1.4228,1.5000,17.79,10.00
1.5600,2.1744,1.4215,1.5000,17.79,10.00
1.5650,2.1872,1.4195,1.5000,17.79,10.00
1.5700,2.2000,1.4169,1.5000,17.79,10.00
1.5750,2.2127,1.4137,1.5000,17.79,10.00
1.5800,2.2254,1.4098,1.5000,17.79,10.00
1.5850,2.2380,1.4053,1.5000,17.79,10.00
1.5900,2.2506,1.4001,1.5000,17.79,10.00
1.5950,2.2631,1.3943,1.5000,17.79,10.00
1.6000,2.2755,1.4005,1.5000,19.88,10.00
1.6050,2.2880,1.4060,1.5000,19.88,10.00
1.6100,2.3005,1.4109,1.5000,19.88,10.00
1.6150,2.3131,1.4152,1.5000,19.88,10.00
1.6200,2.3257,1.4188,1.5000,19.88,10.00
1.6250,2.3383,1.4218,1.5000,19.88,10.00
1.6300,2.3510,1.4242,1.5000,19.88,10.00
1.6350,2.3636,1.4260,1.5000,19.88,10.00
1.6400,2.3763,1.4271,1.5000,19.88,10.00
1.6450,2.3889,1.4276,1.5000,19.88,10.00
1.6500,2.4016,1.4274,1.5000,19.88,10.00
1.6550,2.4142,1.4266,1.5000,19.88,10.00
1.6600,2.4268,1.4252,1.5000,19.88,10.00
1.6650,2.4394,1.4232,1.5000,19.88,10.00
1.6700,2.4519,1.4205,1.5000,19.88,10.00
1.6750,2.4644,1.4172,1.5000,19.88,10.00
1.6800,2.4769,1.4133,1.5000,19.88,10.00
1.6850,2.4893,1.4087,1.5000,19.88,10.00
1.6900,2.5016,1.4036,1.5000,19.88,10.00
1.6950,2.5139,1.3978,1.5000,19.88,10.00
1.7000,2.5261,1.4039,1.5000,21.96,10.00
1.7050,2.5383,1.4093,1.5000,21.96,10.00
1.7100,2.5506,1.4141,1.5000,21.96,10.00
1.7150,2.5630,1.4184,1.5000,21.96,10.00
1.7200,2.5753,1.4220,1.5000,21.96,10.00
1.7250,2.5877,1.4250,1.5000,21.96,10.00
1.7300,2.6001,1.4273,1.5000,21.96,10.00
1.7350,2.6125,1.4291,1.5000,21.96,10.00
1.7400,2.6250,1.4302,1.5000,21.96,10.00
1.7450,2.6374,1.4307,1.5000,21.96,10.00
1.7500,2.6498,1.4306,1.5000,21.96,10.00
1.7550,2.6622,1.4299,1.5000,21.96,10.00
1.7600,2.6746,1.4285,1.5000,21.96,10.00
1.7650,2.6869,1.4266,1.5000,21.96,10.00
1.7700,2.6992,1.4240,1.5000,21.96,10.00
1.7750,2.7115,1.4208,1.5000,21.96,10.00
1.7800,2.7238,1.4169,1.5000,21.96,10.00
1.7850,2.7359,1.4125,1.5000,21.96,10.00
1.7900,2.7480,1.4075,1.5000,21.96,10.00
1.7950,2.7601,1.4018,1.5000,21.96,10.00
1.8000,2.7721,1.4078,1.5000,23.99,10.00
1.8050,2.7841,1.4131,1.5000,23.99,10.00
1.8100,2.7962,1.4178,1.5000,23.99,10.00
1.8150,2.8083,1.4220,1.5000,23.99,10.00
1.8200,2.8204,1.4255,1.5000,23.99,10.00
1.8250,2.8326,1.4284,1.5000,23.99,10.00
1.8300,2.8448,1.4308,1.5000,23.99,10.00
1.8350,2.8570,1.4325,1.5000,23.99,10.00
1.8400,2.8692,1.4336,1.5000,23.99,10.00
1.8450,2.8814,1.4340,1.5000,23.99,10.00
1.8500,2.8936,1.4339,1.5000,23.99,10.00
1.8550,2.9057,1.4332,1.5000,23.99,10.00
1.8600,2.9179,1.4318,1.5000,23.99,10.00
1.8650,2.9300,1.4299,1.5000,23.99,10.00
1.8700,2.9421,1.4273,1.5000,23.99,10.00
1.8750,2.9542,1.4242,1.5000,23.99,10.00
1.8800,2.9662,1.4204,1.5000,23.99,10.00
1.8850,2.9781,1.4160,1.5000,23.99,10.00
1.8900,2.9900,1.4111,1.5000,23.99,10.00
1.8950,3.0018,1.4055,1.5000,23.99,10.00
1.9000,3.0136,1.4114,1.5000,25.99,10.00
1.9050,3.0254,1.4166,1.5000,25.99,10.00
1.9100,3.0373,1.4213,1.5000,25.99,10.00
1.9150,3.0492,1.4253,1.5000,25.99,10.00
1.9200,3.0611,1.4288,1.5000,25.99,10.00
1.9250,3.0730,1.4317,1.5000,25.99,10.00
1.9300,3.0850,1.4339,1.5000,25.99,10.00
1.9350,3.0970,1.4356,1.5000,25.99,10.00
1.9400,3.1089,1.4367,1.5000,25.99,10.00
1.9450,3.1209,1.4372,1.5000,25.99,10.00
1.9500,3.1329,1.4371,1.5000,25.99,10.00
1.9550,3.1448,1.4363,1.5000,25.99,10.00
1.9600,3.1568,1.4350,1.5000,25.99,10.00
1.9650,3.1687,1.4331,1.5000,25.99,10.00
1.9700,3.1806,1.4306,1.5000,25.99,10.00
1.9750,3.1924,1.4275,1.5000,25.99,10.00
1.9800,3.2042,1.4238,1.5000,25.99,10.00
1.9850,3.2159,1.4195,1.5000,25.99,10.00
1.9900,3.2276,1.4147,1.5000,25.99,10.00
1.9950,3.2392,1.4092,1.5000,25.99,10.00
2.0000,3.2508,1.4149,1.5000,27.95,10.00
2.0050,3.2623,1.4201,1.5000,27.95,10.00
2.0100,3.2740,1.4246,1.5000,27.95,10.00
2.0150,3.2857,1.4286,1.5000,27.95,10.00
2.0200,3.2974,1.4320,1.5000,27.95,10.00
2.0250,3.3091,1.4348,1.5000,27.95,10.00
2.0300,3.3208,1.4371,1.5000,27.95,10.00
2.0350,3.3326,1.4387,1.5000,27.95,10.00
2.0400,3.3443,1.4398,1.5000,27.95,10.00
2.0450,3.3561,1.4402,1.5000,27.95,10.00
2.0500,3.3679,1.4401,1.5000,27.95,10.00
2.0550,3.3796,1.4394,1.5000,27.95,10.00
2.0600,3.3913,1.4381,1.5000,27.95,10.00
2.0650,3.4030,1.4362,1.5000,27.95,10.00
2.0700,3.4147,1.4338,1.5000,27.95,10.00
2.0750,3.4263,1.4307,1.5000,27.95,10.00
2.0800,3.4379,1.4271,1.5000,27.95,10.00
2.0850,3.4494,1.4229,1.5000,27.95,10.00
2.0900,3.4609,1.4181,1.5000,27.95,10.00
2.0950,3.4723,1.4127,1.5000,27.95,10.00
2.1000,3.4836,1.4184,1.5000,29.87,10.00
2.1050,3.4950,1.4234,1.5000,29.87,10.00
2.1100,3.5064,1.4279,1.5000,29.87,10.00
2.1150,3.5179,1.4318,1.5000,29.87,10.00
2.1200,3.5293,1.4351,1.5000,29.87,10.00
2.1250,3.5409,1.4379,1.5000,29.87,10.00
2.1300,3.5524,1.4401,1.5000,29.87,10.00
2.1350,3.5639,1.4417,1.5000,29.87,10.00
2.1400,3.5755,1.4427,1.5000,29.87,10.00
2.1450,3.5870,1.4432,1.5000,29.87,10.00
2.1500,3.5986,1.4431,1.5000,29.87,10.00
2.1550,3.6101,1.4424,1.5000,29.87,10.00
2.1600,3.6216,1.4411,1.5000,29.87,10.00
2.1650,3.6331,1.4393,1.5000,29.87,10.00
2.1700,3.6445,1.4368,1.5000,29.87,10.00
2.1750,3.6559,1.4338,1.5000,29.87,10.00
2.1800,3.6673,1.4303,1.5000,29.87,10.00
2.1850,3.6786,1.4261,1.5000,29.87,10.00
2.1900,3.6899,1.4214,1.5000,29.87,10.00
2.1950,3.7011,1.4162,1.5000,29.87,10.00
2.2000,3.7122,1.4217,1.5000,31.76,10.00
2.2050,3.7234,1.4267,1.5000,31.76,10.00
2.2100,3.7346,1.4311,1.5000,31.76,10.00
2.2150,3.7458,1.4349,1.5000,31.76,10.00
2.2200,3.7571,1.4382,1.5000,31.76,10.00
2.2250,3.7684,1.4409,1.5000,31.76,10.00
2.2300,3.7797,1.4430,1.5000,31.76,10.00
2.2350,3.7911,1.4446,1.5000,31.76,10.00
2.2400,3.8024,1.4456,1.5000,31.76,10.00
2.2450,3.8137,1.4461,1.5000,31.76,10.00
2.2500,3.8251,1.4459,1.5000,31.76,10.00
2.2550,3.8364,1.4453,1.5000,31.76,10.00
2.2600,3.8477,1.4440,1.5000,31.76,10.00
2.2650,3.8589,1.4422,1.5000,31.76,10.00
2.2700,3.8702,1.4398,1.5000,31.76,10.00
2.2750,3.8814,1.4369,1.5000,31.76,10.00
2.2800,3.8925,1.4334,1.5000,31.76,10.00
2.2850,3.9036,1.4293,1.5000,31.76,10.00
2.2900,3.9147,1.4247,1.5000,31.76,10.00
2.2950,3.9257,1.4195,1.5000,31.76,10.00
2.3000,3.9366,1.4249,1.5000,33.62,10.00
2.3050,3.9476,1.4298,1.5000,33.62,10.00
2.3100,3.9586,1.4341,1.5000,33.62,10.00
2.3150,3.9696,1.4379,1.5000,33.62,10.00
2.3200,3.9807,1.4411,1.5000,33.62,10.00
2.3250,3.9918,1.4438,1.5000,33.62,10.00
2.3300,4.0029,1.4459,1.5000,33.62,10.00
2.3350,4.0140,1.4474,1.5000,33.62,10.00
2.3400,4.0252,1.4484,1.5000,33.62,10.00
2.3450,4.0363,1.4488,1.5000,33.62,10.00
2.3500,4.0474,1.4487,1.5000,33.62,10.00
2.3550,4.0585,1.4481,1.5000,33.62,10.00
2.3600,4.0696,1.4468,1.5000,33.62,10.00
2.3650,4.0807,1.4450,1.5000,33.62,10.00
2.3700,4.0917,1.4427,1.5000,33.62,10.00
2.3750,4.1027,1.4398,1.5000,33.62,10.00
2.3800,4.1136,1.4364,1.5000,33.62,10.00
2.3850,4.1245,1.4324,1.5000,33.62,10.00
2.3900,4.1354,1.4279,1.5000,33.62,10.00
2.3950,4.1462,1.4228,1.5000,33.62,10.00
2.4000,4.1569,1.4281,1.5000,35.44,10.00
2.4050,4.1677,1.4329,1.5000,35.44,10.00
2.4100,4.1785,1.4371,1.5000,35.44,10.00
2.4150,4.1893,1.4408,1.5000,35.44,10.00
2.4200,4.2002,1.4439,1.5000,35.44,10.00
2.4250,4.2111,1.4466,1.5000,35.44,10.00
2.4300,4.2220,1.4486,1.5000,35.44,10.00
2.4350,4.2329,1.4501,1.5000,35.44,10.00
2.4400,4.2439,1.4511,1.5000,35.44,10.00
2.4450,4.2548,1.4515,1.5000,35.44,10.00
2.4500,4.2657,1.4514,1.5000,35.44,10.00
2.4550,4.2766,1.4508,1.5000,35.44,10.00
2.4600,4.2875,1.4495,1.5000,35.44,10.00
2.4650,4.2983,1.4478,1.5000,35.44,10.00
2.4700,4.3092,1.4455,1.5000,35.44,10.00
2.4750,4.3200,1.4427,1.5000,35.44,10.00
2.4800,4.3307,1.4393,1.5000,35.44,10.00
2.4850,4.3414,1.4354,1.5000,35.44,10.00
