time_ms,v_out_V,i_L_A,i_ref_A,duty_pct,R_load_ohm
14.4650,5.0522,0.5006,0.5012,42.10,10.00
14.4700,5.0522,0.5006,0.5012,42.10,10.00
14.4750,5.0521,0.5006,0.5012,42.10,10.00
14.4800,5.0521,0.5006,0.5012,42.10,10.00
14.4850,5.0520,0.5006,0.5012,42.10,10.00
14.4900,5.0520,0.5007,0.5012,42.10,10.00
14.4950,5.0519,0.5007,0.5012,42.10,10.00
14.5000,5.0519,0.5007,0.5012,42.10,10.00
14.5050,5.0518,0.5006,0.5012,42.10,10.00
14.5100,5.0518,0.5006,0.5012,42.10,10.00
14.5150,5.0517,0.5006,0.5012,42.10,10.00
14.5200,5.0517,0.5006,0.5012,42.10,10.00
14.5250,5.0516,0.5006,0.5012,42.10,10.00
14.5300,5.0516,0.5006,0.5012,42.10,10.00
14.5350,5.0516,0.5006,0.5012,42.10,10.00
14.5400,5.0515,0.5006,0.5012,42.10,10.00
14.5450,5.0515,0.5006,0.5012,42.10,10.00
14.5500,5.0514,0.5006,0.5012,42.10,10.00
14.5550,5.0514,0.5006,0.5012,42.10,10.00
14.5600,5.0513,0.5006,0.5012,42.10,10.00
14.5650,5.0513,0.5006,0.5012,42.10,10.00
14.5700,5.0512,0.5006,0.5012,42.10,10.00
14.5750,5.0512,0.5006,0.5012,42.10,10.00
14.5800,5.0511,0.5006,0.5012,42.10,10.00
14.5850,5.0511,0.5006,0.5012,42.10,10.00
14.5900,5.0510,0.5007,0.5012,42.10,10.00
14.5950,5.0510,0.5007,0.5012,42.10,10.00
14.6000,5.0509,0.5007,0.5012,42.09,10.00
14.6050,5.0509,0.5006,0.5012,42.09,10.00
14.6100,5.0508,0.5006,0.5012,42.09,10.00
14.6150,5.0508,0.5006,0.5012,42.09,10.00
14.6200,5.0507,0.5006,0.5012,42.09,10.00
14.6250,5.0507,0.5006,0.5012,42.09,10.00
14.6300,5.0506,0.5006,0.5012,42.09,10.00
14.6350,5.0506,0.5006,0.5012,42.09,10.00
14.6400,5.0505,0.5006,0.5012,42.09,10.00
14.6450,5.0505,0.5006,0.5012,42.09,10.00
14.6500,5.0504,0.5006,0.5012,42.09,10.00
14.6550,5.0504,0.5006,0.5012,42.09,10.00
14.6600,5.0504,0.5006,0.5012,42.09,10.00
14.6650,5.0503,0.5006,0.5012,42.09,10.00
14.6700,5.0503,0.5006,0.5012,42.09,10.00
14.6750,5.0502,0.5006,0.5012,42.09,10.00
14.6800,5.0502,0.5006,0.5012,42.09,10.00
14.6850,5.0501,0.5006,0.5012,42.09,10.00
14.6900,5.0501,0.5007,0.5012,42.09,10.00
14.6950,5.0500,0.5007,0.5012,42.09,10.00
14.7000,5.0500,0.5007,0.5012,42.08,10.00
14.7050,5.0499,0.5006,0.5012,42.08,10.00
14.7100,5.0499,0.5006,0.5012,42.08,10.00
14.7150,5.0498,0.5006,0.5012,42.08,10.00
14.7200,5.0498,0.5006,0.5012,42.08,10.00
14.7250,5.0497,0.5006,0.5012,42.08,10.00
14.7300,5.0497,0.5006,0.5012,42.08,10.00
14.7350,5.0497,0.5006,0.5012,42.08,10.00
14.7400,5.0496,0.5006,0.5012,42.08,10.00
14.7450,5.0496,0.5006,0.5012,42.08,10.00
14.7500,5.0495,0.5006,0.5012,42.08,10.00
14.7550,5.0495,0.5006,0.5012,42.08,10.00
14.7600,5.0494,0.5006,0.5012,42.08,10.00
14.7650,5.0494,0.5006,0.5012,42.08,10.00
14.7700,5.0493,0.5006,0.5012,42.08,10.00
14.7750,5.0493,0.5006,0.5012,42.08,10.00
14.7800,5.0492,0.5006,0.5012,42.08,10.00
14.7850,5.0492,0.5006,0.5012,42.08,10.00
14.7900,5.0491,0.5007,0.5012,42.08,10.00
14.7950,5.0491,0.5007,0.5012,42.08,10.00
14.8000,5.0491,0.5007,0.5012,42.07,10.00
14.8050,5.0490,0.5006,0.5012,42.07,10.00
14.8100,5.0490,0.5006,0.5012,42.07,10.00
14.8150,5.0489,0.5006,0.5012,42.07,10.00
14.8200,5.0489,0.5006,0.5012,42.07,10.00
14.8250,5.0488,0.5006,0.5012,42.07,10.00
14.8300,5.0488,0.5006,0.5012,42.07,10.00
14.8350,5.0487,0.5006,0.5012,42.07,10.00
14.8400,5.0487,0.5006,0.5012,42.07,10.00
14.8450,5.0486,0.5006,0.5012,42.07,10.00
14.8500,5.0486,0.5006,0.5012,42.07,10.00
14.8550,5.0486,0.5006,0.5012,42.07,10.00
14.8600,5.0485,0.5006,0.5012,42.07,10.00
14.8650,5.0485,0.5006,0.5012,42.07,10.00
14.8700,5.0484,0.5006,0.5012,42.07,10.00
14.8750,5.0484,0.5006,0.5012,42.07,10.00
14.8800,5.0483,0.5006,0.5012,42.07,10.00
14.8850,5.0483,0.5006,0.5012,42.07,10.00
14.8900,5.0482,0.5007,0.5012,42.07,10.00
14.8950,5.0482,0.5007,0.5012,42.07,10.00
14.9000,5.0481,0.5007,0.5010,42.06,10.00
14.9050,5.0481,0.5006,0.5010,42.06,10.00
14.9100,5.0481,0.5006,0.5010,42.06,10.00
14.9150,5.0480,0.5006,0.5010,42.06,10.00
14.9200,5.0480,0.5006,0.5010,42.06,10.00
14.9250,5.0479,0.5005,0.5010,42.06,10.00
14.9300,5.0479,0.5005,0.5010,42.06,10.00
14.9350,5.0478,0.5005,0.5010,42.06,10.00
14.9400,5.0478,0.5005,0.5010,42.06,10.00
14.9450,5.0477,0.5005,0.5010,42.06,10.00
14.9500,5.0477,0.5005,0.5010,42.06,10.00
14.9550,5.0477,0.5005,0.5010,42.06,10.00
14.9600,5.0476,0.5005,0.5010,42.06,10.00
14.9650,5.0476,0.5005,0.5010,42.06,10.00
14.9700,5.0475,0.5005,0.5010,42.06,10.00
14.9750,5.0475,0.5005,0.5010,42.06,10.00
14.9800,5.0474,0.5005,0.5010,42.06,10.00
14.9850,5.0474,0.5005,0.5010,42.06,10.00
14.9900,5.0473,0.5005,0.5010,42.06,10.00
14.9950,5.0473,0.5005,0.5010,42.06,10.00
15.0000,5.0472,0.5005,0.5010,42.06,10.00
15.0050,5.0472,0.5005,0.5010,42.06,10.00
15.0100,5.0472,0.5005,0.5010,42.06,10.00
15.0150,5.0471,0.5005,0.5010,42.06,10.00
15.0200,5.0471,0.5004,0.5010,42.06,10.00
15.0250,5.0470,0.5004,0.5010,42.06,10.00
15.0300,5.0470,0.5004,0.5010,42.06,10.00
15.0350,5.0469,0.5004,0.5010,42.06,10.00
15.0400,5.0469,0.5004,0.5010,42.06,10.00
15.0450,5.0468,0.5004,0.5010,42.06,10.00
15.0500,5.0468,0.5004,0.5010,42.06,10.00
15.0550,5.0467,0.5004,0.5010,42.06,10.00
15.0600,5.0467,0.5005,0.5010,42.06,10.00
15.0650,5.0467,0.5005,0.5010,42.06,10.00
15.0700,5.0466,0.5005,0.5010,42.06,10.00
15.0750,5.0466,0.5005,0.5010,42.06,10.00
15.0800,5.0465,0.5005,0.5010,42.06,10.00
15.0850,5.0465,0.5005,0.5010,42.06,10.00
15.0900,5.0464,0.5006,0.5010,42.06,10.00
15.0950,5.0464,0.5006,0.5010,42.06,10.00
15.1000,5.0463,0.5006,0.5010,42.05,10.00
15.1050,5.0463,0.5005,0.5010,42.05,10.00
15.1100,5.0463,0.5005,0.5010,42.05,10.00
15.1150,5.0462,0.5005,0.5010,42.05,10.00
15.1200,5.0462,0.5005,0.5010,42.05,10.00
15.1250,5.0461,0.5005,0.5010,42.05,10.00
15.1300,5.0461,0.5005,0.5010,42.05,10.00
15.1350,5.0460,0.5005,0.5010,42.05,10.00
15.1400,5.0460,0.5005,0.5010,42.05,10.00
15.1450,5.0460,0.5005,0.5010,42.05,10.00
15.1500,5.0459,0.5005,0.5010,42.05,10.00
15.1550,5.0459,0.5005,0.5010,42.05,10.00
15.1600,5.0458,0.5005,0.5010,42.05,10.00
15.1650,5.0458,0.5005,0.5010,42.05,10.00
15.1700,5.0457,0.5005,0.5010,42.05,10.00
15.1750,5.0457,0.5005,0.5010,42.05,10.00
15.1800,5.0456,0.5005,0.5010,42.05,10.00
15.1850,5.0456,0.5005,0.5010,42.05,10.00
15.1900,5.0456,0.5005,0.5010,42.05,10.00
15.1950,5.0455,0.5006,0.5010,42.05,10.00
15.2000,5.0455,0.5005,0.5010,42.04,10.00
15.2050,5.0454,0.5005,0.5010,42.04,10.00
15.2100,5.0454,0.5005,0.5010,42.04,10.00
15.2150,5.0453,0.5005,0.5010,42.04,10.00
15.2200,5.0453,0.5005,0.5010,42.04,10.00
15.2250,5.0453,0.5005,0.5010,42.04,10.00
15.2300,5.0452,0.5005,0.5010,42.04,10.00
15.2350,5.0452,0.5005,0.5010,42.04,10.00
15.2400,5.0451,0.5005,0.5010,42.04,10.00
15.2450,5.0451,0.5005,0.5010,42.04,10.00
15.2500,5.0450,0.5005,0.5010,42.04,10.00
15.2550,5.0450,0.5005,0.5010,42.04,10.00
15.2600,5.0450,0.5005,0.5010,42.04,10.00
15.2650,5.0449,0.5005,0.5010,42.04,10.00
15.2700,5.0449,0.5005,0.5010,42.04,10.00
15.2750,5.0448,0.5005,0.5010,42.04,10.00
15.2800,5.0448,0.5005,0.5010,42.04,10.00
15.2850,5.0447,0.5005,0.5010,42.04,10.00
15.2900,5.0447,0.5005,0.5010,42.04,10.00
15.2950,5.0447,0.5006,0.5010,42.04,10.00
15.3000,5.0446,0.5005,0.5010,42.04,10.00
15.3050,5.0446,0.5005,0.5010,42.04,10.00
15.3100,5.0445,0.5005,0.5010,42.04,10.00
15.3150,5.0445,0.5005,0.5010,42.04,10.00
15.3200,5.0445,0.5005,0.5010,42.04,10.00
15.3250,5.0444,0.5005,0.5010,42.04,10.00
15.3300,5.0444,0.5005,0.5010,42.04,10.00
15.3350,5.0443,0.5005,0.5010,42.04,10.00
15.3400,5.0443,0.5005,0.5010,42.04,10.00
15.3450,5.0442,0.5005,0.5010,42.04,10.00
15.3500,5.0442,0.5005,0.5010,42.04,10.00
15.3550,5.0442,0.5005,0.5010,42.04,10.00
15.3600,5.0441,0.5005,0.5010,42.04,10.00
15.3650,5.0441,0.5005,0.5010,42.04,10.00
15.3700,5.0440,0.5005,0.5010,42.04,10.00
15.3750,5.0440,0.5005,0.5010,42.04,10.00
15.3800,5.0440,0.5005,0.5010,42.04,10.00
15.3850,5.0439,0.5005,0.5010,42.04,10.00
15.3900,5.0439,0.5005,0.5010,42.04,10.00
15.3950,5.0438,0.5006,0.5010,42.04,10.00
15.4000,5.0438,0.5005,0.5010,42.03,10.00
15.4050,5.0437,0.5005,0.5010,42.03,10.00
15.4100,5.0437,0.5005,0.5010,42.03,10.00
15.4150,5.0437,0.5005,0.5010,42.03,10.00
15.4200,5.0436,0.5005,0.5010,42.03,10.00
15.4250,5.0436,0.5005,0.5010,42.03,10.00
15.4300,5.0435,0.5005,0.5010,42.03,10.00
15.4350,5.0435,0.5005,0.5010,42.03,10.00
15.4400,5.0435,0.5005,0.5010,42.03,10.00
15.4450,5.0434,0.5005,0.5010,42.03,10.00
15.4500,5.0434,0.5005,0.5010,42.03,10.00
15.4550,5.0433,0.5005,0.5010,42.03,10.00
15.4600,5.0433,0.5005,0.5010,42.03,10.00
15.4650,5.0433,0.5005,0.5010,42.03,10.00
15.4700,5.0432,0.5005,0.5010,42.03,10.00
15.4750,5.0432,0.5005,0.5010,42.03,10.00
15.4800,5.0431,0.5005,0.5010,42.03,10.00
15.4850,5.0431,0.5005,0.5010,42.03,10.00
15.4900,5.0431,0.5006,0.5010,42.03,10.00
15.4950,5.0430,0.5006,0.5010,42.03,10.00
15.5000,5.0430,0.5006,0.5010,42.02,10.00
15.5050,5.0429,0.5005,0.5010,42.02,10.00
15.5100,5.0429,0.5005,0.5010,42.02,10.00
15.5150,5.0429,0.5005,0.5010,42.02,10.00
15.5200,5.0428,0.5005,0.5010,42.02,10.00
15.5250,5.0428,0.5005,0.5010,42.02,10.00
15.5300,5.0427,0.5005,0.5010,42.02,10.00
15.5350,5.0427,0.5005,0.5010,42.02,10.00
15.5400,5.0426,0.5005,0.5010,42.02,10.00
15.5450,5.0426,0.5005,0.5010,42.02,10.00
15.5500,5.0426,0.5005,0.5010,42.02,10.00
15.5550,5.0425,0.5005,0.5010,42.02,10.00
15.5600,5.0425,0.5005,0.5010,42.02,10.00
15.5650,5.0424,0.5005,0.5010,42.02,10.00
15.5700,5.0424,0.5005,0.5010,42.02,10.00
15.5750,5.0424,0.5005,0.5010,42.02,10.00
15.5800,5.0423,0.5005,0.5010,42.02,10.00
15.5850,5.0423,0.5005,0.5010,42.02,10.00
15.5900,5.0423,0.5006,0.5010,42.02,10.00
15.5950,5.0422,0.5006,0.5010,42.02,10.00
15.6000,5.0422,0.5006,0.5010,42.02,10.00
15.6050,5.0421,0.5005,0.5010,42.02,10.00
15.6100,5.0421,0.5005,0.5010,42.02,10.00
15.6150,5.0421,0.5005,0.5010,42.02,10.00
15.6200,5.0420,0.5005,0.5010,42.02,10.00
15.6250,5.0420,0.5005,0.5010,42.02,10.00
15.6300,5.0419,0.5005,0.5010,42.02,10.00
15.6350,5.0419,0.5005,0.5010,42.02,10.00
15.6400,5.0419,0.5005,0.5010,42.02,10.00
15.6450,5.0418,0.5005,0.5010,42.02,10.00
15.6500,5.0418,0.5005,0.5010,42.02,10.00
15.6550,5.0417,0.5005,0.5010,42.02,10.00
15.6600,5.0417,0.5005,0.5010,42.02,10.00
15.6650,5.0417,0.5005,0.5010,42.02,10.00
15.6700,5.0416,0.5005,0.5010,42.02,10.00
15.6750,5.0416,0.5005,0.5010,42.02,10.00
15.6800,5.0415,0.5005,0.5010,42.02,10.00
15.6850,5.0415,0.5005,0.5010,42.02,10.00
15.6900,5.0415,0.5006,0.5010,42.02,10.00
15.6950,5.0414,0.5006,0.5010,42.02,10.00
15.7000,5.0414,0.5006,0.5010,42.01,10.00
15.7050,5.0414,0.5005,0.5010,42.01,10.00
15.7100,5.0413,0.5005,0.5010,42.01,10.00
15.7150,5.0413,0.5005,0.5010,42.01,10.00
15.7200,5.0412,0.5005,0.5010,42.01,10.00
15.7250,5.0412,0.5005,0.5010,42.01,10.00
15.7300,5.0412,0.5005,0.5010,42.01,10.00
15.7350,5.0411,0.5005,0.5010,42.01,10.00
15.7400,5.0411,0.5005,0.5010,42.01,10.00
15.7450,5.0410,0.5005,0.5010,42.01,10.00
15.7500,5.0410,0.5005,0.5010,42.01,10.00
15.7550,5.0410,0.5005,0.5010,42.01,10.00
15.7600,5.0409,0.5005,0.5010,42.01,10.00
15.7650,5.0409,0.5005,0.5010,42.01,10.00
15.7700,5.0409,0.5005,0.5010,42.01,10.00
15.7750,5.0408,0.5005,0.5010,42.01,10.00
15.7800,5.0408,0.5005,0.5010,42.01,10.00
15.7850,5.0407,0.5005,0.5010,42.01,10.00
15.7900,5.0407,0.5006,0.5010,42.01,10.00
15.7950,5.0407,0.5006,0.5010,42.01,10.00
15.8000,5.0406,0.5006,0.5010,42.00,10.00
15.8050,5.0406,0.5005,0.5010,42.00,10.00
15.8100,5.0406,0.5005,0.5010,42.00,10.00
15.8150,5.0405,0.5005,0.5010,42.00,10.00
15.8200,5.0405,0.5005,0.5010,42.00,10.00
15.8250,5.0404,0.5005,0.5010,42.00,10.00
15.8300,5.0404,0.5005,0.5010,42.00,10.00
15.8350,5.0404,0.5005,0.5010,42.00,10.00
15.8400,5.0403,0.5005,0.5010,42.00,10.00
15.8450,5.0403,0.5005,0.5010,42.00,10.00
15.8500,5.0403,0.5005,0.5010,42.00,10.00
15.8550,5.0402,0.5005,0.5010,42.00,10.00
15.8600,5.0402,0.5005,0.5010,42.00,10.00
15.8650,5.0401,0.5005,0.5010,42.00,10.00
15.8700,5.0401,0.5005,0.5010,42.00,10.00
15.8750,5.0401,0.5005,0.5010,42.00,10.00
15.8800,5.0400,0.5005,0.5010,42.00,10.00
15.8850,5.0400,0.5005,0.5010,42.00,10.00
15.8900,5.0400,0.5006,0.5010,42.00,10.00
15.8950,5.0399,0.5006,0.5010,42.00,10.00
15.9000,5.0399,0.5006,0.5009,42.00,10.00
15.9050,5.0398,0.5005,0.5009,42.00,10.00
15.9100,5.0398,0.5005,0.5009,42.00,10.00
15.9150,5.0398,0.5005,0.5009,42.00,10.00
15.9200,5.0397,0.5005,0.5009,42.00,10.00
15.9250,5.0397,0.5005,0.5009,42.00,10.00
15.9300,5.0397,0.5004,0.5009,42.00,10.00
15.9350,5.0396,0.5004,0.5009,42.00,10.00
15.9400,5.0396,0.5004,0.5009,42.00,10.00
15.9450,5.0395,0.5004,0.5009,42.00,10.00
15.9500,5.0395,0.5004,0.5009,42.00,10.00
15.9550,5.0395,0.5004,0.5009,42.00,10.00
15.9600,5.0394,0.5004,0.5009,42.00,10.00
15.9650,5.0394,0.5004,0.5009,42.00,10.00
15.9700,5.0394,0.5004,0.5009,42.00,10.00
15.9750,5.0393,0.5004,0.5009,42.00,10.00
15.9800,5.0393,0.5004,0.5009,42.00,10.00
15.9850,5.0392,0.5004,0.5009,42.00,10.00
15.9900,5.0392,0.5004,0.5009,42.00,10.00
15.9950,5.0392,0.5004,0.5009,42.00,10.00
16.0000,5.0391,0.5004,0.5009,41.99,10.00
16.0050,5.0391,0.5004,0.5009,41.99,10.00
16.0100,5.0391,0.5004,0.5009,41.99,10.00
16.0150,5.0390,0.5004,0.5009,41.99,10.00
16.0200,5.0390,0.5004,0.5009,41.99,10.00
16.0250,5.0389,0.5004,0.5009,41.99,10.00
16.0300,5.0389,0.5004,0.5009,41.99,10.00
16.0350,5.0389,0.5004,0.5009,41.99,10.00
16.0400,5.0388,0.5004,0.5009,41.99,10.00
16.0450,5.0388,0.5004,0.5009,41.99,10.00
16.0500,5.0388,0.5004,0.5009,41.99,10.00
16.0550,5.0387,0.5004,0.5009,41.99,10.00
16.0600,5.0387,0.5004,0.5009,41.99,10.00
16.0650,5.0386,0.5004,0.5009,41.99,10.00
16.0700,5.0386,0.5004,0.5009,41.99,10.00
16.0750,5.0386,0.5004,0.5009,41.99,10.00
16.0800,5.0385,0.5004,0.5009,41.99,10.00
16.0850,5.0385,0.5004,0.5009,41.99,10.00
16.0900,5.0385,0.5005,0.5009,41.99,10.00
16.0950,5.0384,0.5005,0.5009,41.99,10.00
16.1000,5.0384,0.5005,0.5009,41.98,10.00
16.1050,5.0384,0.5004,0.5009,41.98,10.00
16.1100,5.0383,0.5004,0.5009,41.98,10.00
16.1150,5.0383,0.5004,0.5009,41.98,10.00
16.1200,5.0382,0.5004,0.5009,41.98,10.00
16.1250,5.0382,0.5004,0.5009,41.98,10.00
16.1300,5.0382,0.5004,0.5009,41.98,10.00
16.1350,5.0381,0.5004,0.5009,41.98,10.00
16.1400,5.0381,0.5004,0.5009,41.98,10.00
16.1450,5.0381,0.5004,0.5009,41.98,10.00
16.1500,5.0380,0.5004,0.5009,41.98,10.00
16.1550,5.0380,0.5004,0.5009,41.98,10.00
16.1600,5.0380,0.5004,0.5009,41.98,10.00
16.1650,5.0379,0.5004,0.5009,41.98,10.00
16.1700,5.0379,0.5004,0.5009,41.98,10.00
16.1750,5.0378,0.5004,0.5009,41.98,10.00
16.1800,5.0378,0.5004,0.5009,41.98,10.00
16.1850,5.0378,0.5004,0.5009,41.98,10.00
16.1900,5.0377,0.5005,0.5009,41.98,10.00
16.1950,5.0377,0.5005,0.5009,41.98,10.00
16.2000,5.0377,0.5005,0.5009,41.98,10.00
16.2050,5.0376,0.5004,0.5009,41.98,10.00
16.2100,5.0376,0.5004,0.5009,41.98,10.00
16.2150,5.0376,0.5004,0.5009,41.98,10.00
16.2200,5.0375,0.5004,0.5009,41.98,10.00
16.2250,5.0375,0.5004,0.5009,41.98,10.00
16.2300,5.0375,0.5004,0.5009,41.98,10.00
16.2350,5.0374,0.5004,0.5009,41.98,10.00
16.2400,5.0374,0.5004,0.5009,41.98,10.00
16.2450,5.0374,0.5004,0.5009,41.98,10.00
16.2500,5.0373,0.5004,0.5009,41.98,10.00
16.2550,5.0373,0.5004,0.5009,41.98,10.00
16.2600,5.0372,0.5004,0.5009,41.98,10.00
16.2650,5.0372,0.5004,0.5009,41.98,10.00
16.2700,5.0372,0.5004,0.5009,41.98,10.00
16.2750,5.0371,0.5004,0.5009,41.98,10.00
16.2800,5.0371,0.5004,0.5009,41.98,10.00
16.2850,5.0371,0.5004,0.5009,41.98,10.00
16.2900,5.0370,0.5005,0.5009,41.98,10.00
16.2950,5.0370,0.5005,0.5009,41.98,10.00
16.3000,5.0370,0.5005,0.5009,41.97,10.00
16.3050,5.0369,0.5004,0.5009,41.97,10.00
16.3100,5.0369,0.5004,0.5009,41.97,10.00
16.3150,5.0369,0.5004,0.5009,41.97,10.00
16.3200,5.0368,0.5004,0.5009,41.97,10.00
16.3250,5.0368,0.5004,0.5009,41.97,10.00
16.3300,5.0368,0.5004,0.5009,41.97,10.00
16.3350,5.0367,0.5004,0.5009,41.97,10.00
16.3400,5.0367,0.5004,0.5009,41.97,10.00
16.3450,5.0367,0.5004,0.5009,41.97,10.00
16.3500,5.0366,0.5004,0.5009,41.97,10.00
16.3550,5.0366,0.5004,0.5009,41.97,10.00
16.3600,5.0365,0.5004,0.5009,41.97,10.00
16.3650,5.0365,0.5004,0.5009,41.97,10.00
16.3700,5.0365,0.5004,0.5009,41.97,10.00
16.3750,5.0364,0.5004,0.5009,41.97,10.00
16.3800,5.0364,0.5004,0.5009,41.97,10.00
16.3850,5.0364,0.5004,0.5009,41.97,10.00
16.3900,5.0363,0.5005,0.5009,41.97,10.00
16.3950,5.0363,0.5005,0.5009,41.97,10.00
16.4000,5.0363,0.5005,0.5009,41.97,10.00
16.4050,5.0362,0.5004,0.5009,41.97,10.00
16.4100,5.0362,0.5004,0.5009,41.97,10.00
16.4150,5.0362,0.5004,0.5009,41.97,10.00
16.4200,5.0361,0.5004,0.5009,41.97,10.00
16.4250,5.0361,0.5004,0.5009,41.97,10.00
16.4300,5.0361,0.5004,0.5009,41.97,10.00
16.4350,5.0360,0.5004,0.5009,41.97,10.00
16.4400,5.0360,0.5004,0.5009,41.97,10.00
16.4450,5.0360,0.5004,0.5009,41.97,10.00
16.4500,5.0359,0.5004,0.5009,41.97,10.00
16.4550,5.0359,0.5004,0.5009,41.97,10.00
16.4600,5.0359,0.5004,0.5009,41.97,10.00
16.4650,5.0358,0.5004,0.5009,41.97,10.00
16.4700,5.0358,0.5004,0.5009,41.97,10.00
16.4750,5.0358,0.5004,0.5009,41.97,10.00
16.4800,5.0357,0.5004,0.5009,41.97,10.00
16.4850,5.0357,0.5004,0.5009,41.97,10.00
16.4900,5.0357,0.5005,0.5009,41.97,10.00
16.4950,5.0356,0.5005,0.5009,41.97,10.00
16.5000,5.0356,0.5005,0.5009,41.96,10.00
16.5050,5.0356,0.5005,0.5009,41.96,10.00
16.5100,5.0355,0.5004,0.5009,41.96,10.00
16.5150,5.0355,0.5004,0.5009,41.96,10.00
16.5200,5.0355,0.5004,0.5009,41.96,10.00
16.5250,5.0354,0.5004,0.5009,41.96,10.00
16.5300,5.0354,0.5004,0.5009,41.96,10.00
16.5350,5.0354,0.5004,0.5009,41.96,10.00
16.5400,5.0353,0.5004,0.5009,41.96,10.00
16.5450,5.0353,0.5004,0.5009,41.96,10.00
16.5500,5.0353,0.5004,0.5009,41.96,10.00
16.5550,5.0352,0.5004,0.5009,41.96,10.00
16.5600,5.0352,0.5004,0.5009,41.96,10.00
16.5650,5.0352,0.5004,0.5009,41.96,10.00
16.5700,5.0351,0.5004,0.5009,41.96,10.00
16.5750,5.0351,0.5004,0.5009,41.96,10.00
16.5800,5.0351,0.5004,0.5009,41.96,10.00
16.5850,5.0350,0.5005,0.5009,41.96,10.00
16.5900,5.0350,0.5005,0.5009,41.96,10.00
16.5950,5.0350,0.5005,0.5009,41.96,10.00
16.6000,5.0349,0.5005,0.5009,41.96,10.00
16.6050,5.0349,0.5005,0.5009,41.96,10.00
16.6100,5.0349,0.5004,0.5009,41.96,10.00
16.6150,5.0348,0.5004,0.5009,41.96,10.00
16.6200,5.0348,0.5004,0.5009,41.96,10.00
16.6250,5.0348,0.5004,0.5009,41.96,10.00
16.6300,5.0347,0.5004,0.5009,41.96,10.00
16.6350,5.0347,0.5004,0.5009,41.96,10.00
16.6400,5.0347,0.5004,0.5009,41.96,10.00
16.6450,5.0346,0.5004,0.5009,41.96,10.00
16.6500,5.0346,0.5004,0.5009,41.96,10.00
16.6550,5.0346,0.5004,0.5009,41.96,10.00
16.6600,5.0345,0.5004,0.5009,41.96,10.00
16.6650,5.0345,0.5004,0.5009,41.96,10.00
16.6700,5.0345,0.5004,0.5009,41.96,10.00
16.6750,5.0345,0.5004,0.5009,41.96,10.00
16.6800,5.0344,0.5004,0.5009,41.96,10.00
16.6850,5.0344,0.5005,0.5009,41.96,10.00
16.6900,5.0344,0.5005,0.5009,41.96,10.00
16.6950,5.0343,0.5005,0.5009,41.96,10.00
16.7000,5.0343,0.5005,0.5009,41.95,10.00
16.7050,5.0343,0.5005,0.5009,41.95,10.00
16.7100,5.0342,0.5004,0.5009,41.95,10.00
16.7150,5.0342,0.5004,0.5009,41.95,10.00
16.7200,5.0342,0.5004,0.5009,41.95,10.00
16.7250,5.0341,0.5004,0.5009,41.95,10.00
16.7300,5.0341,0.5004,0.5009,41.95,10.00
16.7350,5.0341,0.5004,0.5009,41.95,10.00
16.7400,5.0340,0.5004,0.5009,41.95,10.00
16.7450,5.0340,0.5004,0.5009,41.95,10.00
16.7500,5.0340,0.5004,0.5009,41.95,10.00
16.7550,5.0339,0.5004,0.5009,41.95,10.00
16.7600,5.0339,0.5004,0.5009,41.95,10.00
16.7650,5.0339,0.5004,0.5009,41.95,10.00
16.7700,5.0338,0.5004,0.5009,41.95,10.00
16.7750,5.0338,0.5004,0.5009,41.95,10.00
16.7800,5.0338,0.5004,0.5009,41.95,10.00
16.7850,5.0338,0.5005,0.5009,41.95,10.00
16.7900,5.0337,0.5005,0.5009,41.95,10.00
16.7950,5.0337,0.5005,0.5009,41.95,10.00
16.8000,5.0337,0.5005,0.5009,41.95,10.00
16.8050,5.0336,0.5005,0.5009,41.95,10.00
16.8100,5.0336,0.5005,0.5009,41.95,10.00
16.8150,5.0336,0.5004,0.5009,41.95,10.00
16.8200,5.0335,0.5004,0.5009,41.95,10.00
16.8250,5.0335,0.5004,0.5009,41.95,10.00
16.8300,5.0335,0.5004,0.5009,41.95,10.00
16.8350,5.0334,0.5004,0.5009,41.95,10.00
16.8400,5.0334,0.5004,0.5009,41.95,10.00
16.8450,5.0334,0.5004,0.5009,41.95,10.00
16.8500,5.0334,0.5004,0.5009,41.95,10.00
16.8550,5.0333,0.5004,0.5009,41.95,10.00
16.8600,5.0333,0.5004,0.5009,41.95,10.00
16.8650,5.0333,0.5004,0.5009,41.95,10.00
16.8700,5.0332,0.5004,0.5009,41.95,10.00
16.8750,5.0332,0.5004,0.5009,41.95,10.00
16.8800,5.0332,0.5005,0.5009,41.95,10.00
16.8850,5.0331,0.5005,0.5009,41.95,10.00
16.8900,5.0331,0.5005,0.5009,41.95,10.00
16.8950,5.0331,0.5005,0.5009,41.95,10.00
16.9000,5.0330,0.5005,0.5008,41.94,10.00
16.9050,5.0330,0.5005,0.5008,41.94,10.00
16.9100,5.0330,0.5004,0.5008,41.94,10.00
16.9150,5.0330,0.5004,0.5008,41.94,10.00
16.9200,5.0329,0.5004,0.5008,41.94,10.00
16.9250,5.0329,0.5004,0.5008,41.94,10.00
16.9300,5.0329,0.5004,0.5008,41.94,10.00
16.9350,5.0328,0.5004,0.5008,41.94,10.00
16.9400,5.0328,0.5004,0.5008,41.94,10.00
16.9450,5.0328,0.5003,0.5008,41.94,10.00
16.9500,5.0327,0.5003,0.5008,41.94,10.00
